counterparty_id,counterparty_name,domicile,lei_code,onboarded_date,relationship_manager,credit_limit_usd,internal_rating,_true_a_id,_match_type
CP-000412,"Newton, Moore and Perry cap",GB,3O5U00RTXUYUCECJUI76,2016-05-25,Kevin Johnson,84484133,2A,ENT-000336,matched
CP-000462,Lewis-Murphy AB,DK,,2021-09-05,Jennifer White,88169497,2A,ENT-000173,matched
CP-000044,"Lawson, Morris and Ramos",HK,,2011-12-24,Carmen Preston,73541529,NR,ENT-000135,matched
CP-000112,"Arroyo, Miller and Tucker AB",HK,W7LV00XWQZXEBB9EIT59,2013-03-06,Sarah Brooks,2662661,1A,ENT-000044,matched
CP-000846,Barnes,NO,,2012-09-03,Tyler Baker,75577483,1B,ENT-000479,ambiguous
CP-000317,morris-brewer srl,CA,TD3A00BEG1CJ8PMOZK59,2017-05-17,Nicholas Humphrey,5085096,3B,ENT-000621,matched
CP-000988,Hester-Morgan AB,SE,,2010-05-10,Wanda Martinez,95829357,3B,,unmatched
CP-000657,"Mitchell, Nelson and Flores Cap",ES,G87O00I0E0VGNXB5JT16,2013-07-24,Teresa Horton,51945268,1B,ENT-000156,matched
CP-000473,Parker-Morrison Grp,GB,2HNC000I4X6G1EBZGF50,2014-05-13,Kimberly Nelson,56685079,1A,ENT-000507,matched
CP-000320,Green L.L.C. BV,BE,349N001D6DZBC7QK4K33,2014-12-13,Shannon Taylor,42867741,2A,ENT-000642,matched
CP-000283,Vargas-Snyder GRP,FR,,2014-04-14,Michele Cherry,70220801,3B,ENT-000946,matched
CP-000304,"Osborn, Gaines and Davis",IT,,2020-08-28,Matthew Hunt,63067268,2B,ENT-000445,matched
CP-000940,Hart Inc GmbH,CA,,2010-10-03,Vanessa Hernandez,78443319,3A,,unmatched
CP-000626,Williams-Campbell GRP,SE,,2010-03-06,Brianna Fitzpatrick,74804673,2A,ENT-000569,matched
CP-000596,Ross LLC inc,AU,KTE400261BW4A7FQ9P98,2023-05-31,Alexis Benson,35922802,2A,ENT-000116,matched
CP-000936,Perez-Watson AB,SE,,2012-04-17,Ryan Hernandez,69434562,NR,,unmatched
CP-000291,Thornton plc AB,SE,,2019-04-14,Nicole Richards,8914465,2B,ENT-000597,matched
CP-000852,"Lopez, Jacobs",NO,,2017-03-28,Jeremy Mosley,16862848,1A,ENT-000431,ambiguous
CP-000891,Cisneros and,FR,,2020-01-22,Alexis Tucker,41194090,1B,ENT-000513,ambiguous
CP-000242,Reyes-Bradley AB,SE,Z48E00GP15CA8ZJSW565,2019-11-29,Kelly Johnson,3326649,2B,ENT-000516,matched
CP-000481,Davis-Gregory Hldg,JP,,2021-01-26,John Smith,56601883,1B,ENT-000438,matched
CP-000977,Martin-Mason Holdings,DE,,2018-12-02,Dana Hudson,38677797,1A,,unmatched
CP-000660,Parks-Pace Ptnrs,JP,,2023-08-14,Jesse Wright,67862831,1A,ENT-000977,matched
CP-000008,Mueller-Boyd GRP,IE,6SEU00RANDDEPTLT0582,2013-06-14,Kristy Hart,28575735,3A,ENT-000808,matched
CP-000582,Garner-Thornton Limited,HK,,2013-10-31,James Miller,74456696,2B,ENT-000280,matched
CP-000052,Moore and Sons,ES,4YH500HOA7WKDPEHDM46,2013-10-31,Edgar Miller,88442130,1B,ENT-000964,matched
CP-000248,"Calderon, Williams and Bennett B.V.",BE,89D80042ZSA6HA3VMO80,2011-08-23,Sharon Newton,27907105,1B,ENT-000697,matched
CP-000405,Turner-Stout Grp,GB,MROP002BYEE2ABG9SH59,2019-05-24,Timothy Andrews,59251525,1B,ENT-000700,matched
CP-000881,"Miller,",IT,,2011-03-11,Sabrina Rodriguez,80017633,NR,ENT-000288,ambiguous
CP-000589,Johnson and Sons Cap,CA,OAOE00JV9LHALCKZ3V91,2016-08-15,Frank Wheeler,12270582,1A,ENT-000520,matched
CP-000900,Downs Inc PLC,LU,,2011-04-01,Shari Hatfield,58125539,2A,,unmatched
CP-000264,Humphrey P.L.C. Ltd,GB,,2010-02-05,Mary Henry,25070733,1B,ENT-000539,matched
CP-000974,"Palmer, Brown and Wilson Partners",HK,,2018-02-20,Austin Contreras,42648353,3B,,unmatched
CP-000724,Mcneil,SG,,2020-10-07,Shane Short,41908607,2A,ENT-000887,ambiguous
CP-000667,Atkinson L.L.C. Holdings,CH,C27500JT660J08XTR541,2013-02-27,Brittany Melton,97531868,1A,ENT-000691,matched
CP-000739,Schultz Inc,HK,,2022-02-17,John Lowe,31219594,NR,ENT-000863,ambiguous
CP-000406,Underwood-Foster Grp,NO,HEPN003VWTKCNL384X32,2016-04-16,Jason Rodriguez,30856225,NR,ENT-000984,matched
CP-000524,Adkins L.L.C. Partners,JP,TQV000R095UHGCRKFK43,2011-10-24,Denise Guerra,3632190,NR,ENT-000904,matched
CP-000629,Cordova Group Incorporated,LU,,2022-01-13,Monica Cannon,316145,NR,ENT-000256,matched
CP-000574,Miller Inc. Group,GB,,2014-03-20,Matthew Guzman,44031390,3A,ENT-000839,matched
CP-000658,"Walker, Hernandez and Baker Cap.",JP,,2020-09-18,Jason Hayes,86180235,3A,ENT-000239,matched
CP-000374,Hooper Plc Capital,DK,,2015-02-17,Diane Mcdowell,88864955,2A,ENT-000169,matched
CP-000525,Jimenez LTD AB,NO,,2020-01-19,Kristen Jones,13874635,2A,ENT-000267,matched
CP-000149,"Brooks, Lam and Hayes hldgs",SE,SFR400MUEKIPU1WYUV94,2022-05-09,James Chapman,30191130,1B,ENT-000050,matched
CP-000813,Donovan-Harris,ES,,2020-08-18,Kari Lloyd,89560547,3A,ENT-000082,ambiguous
CP-000886,"Lee, Tran",SG,,2011-06-24,Pamela Watkins,34812014,2B,ENT-000574,ambiguous
CP-000531,Wilson-Lambert Corp,ES,,2020-11-12,Joseph Jimenez,46157576,2A,ENT-000822,matched
CP-000553,Carlson-Smith & Ptnrs,LU,1IRB00SSS7KN18B85065,2016-11-29,Ethan Frey,80197491,2B,ENT-000481,matched
CP-000497,Wolf-Harris ltd.,HK,99W5009SQWHBEF46RF15,2010-03-01,Glenn Collins DDS,93744602,3A,ENT-000260,matched
CP-000693,"Greer, Potter and Evans nv",NL,,2013-09-13,Whitney Gomez,66202083,3B,ENT-000847,matched
CP-000533,Nunez-Stephens B.V.,CA,,2017-06-05,Ashley Mills,59921191,1A,ENT-000672,matched
CP-000216,Barnes Inc. Holdings,CH,E3AU0009IE8JJFUPMV50,2016-11-26,Dorothy Boyd,14945948,3B,ENT-000953,matched
CP-000828,Hoover-Campbell,CA,,2012-03-11,Brett Pena,47815975,1B,ENT-000273,ambiguous
CP-000911,Ellis-Jackson SAS,ES,,2012-09-20,Stephen Munoz,52757892,2B,,unmatched
CP-000403,"Robinson, Shields and Brown",AT,,2023-05-29,Suzanne Bailey,45200797,1A,ENT-000681,matched
CP-000712,Spencer-Lee,FR,,2017-06-13,Heather Montes,33198475,1A,ENT-000131,ambiguous
CP-000938,Franco Ltd Capital,NO,,2022-03-01,Rebecca Martin,15502621,NR,,unmatched
CP-000648,Wilkerson-Day GRP,GB,,2015-06-06,Kelly Hayes,50395134,NR,ENT-000025,matched
CP-000107,"Joyce, Wilson and Lam",NO,,2015-06-26,Robert Torres,96936214,1A,ENT-000123,matched
CP-000477,Hicks-Martinez Grp,BE,,2023-05-29,Emily Reed,78751131,3A,ENT-000530,matched
CP-000129,Stein-Silva inc,JP,GMPW005D3GO8JN42X224,2018-11-01,Brandon Kelly,58391059,3B,ENT-000161,matched
CP-000608,"Edwards, Baker and Anderson corp",IE,9K9T00R74QGEFQJG0282,2011-01-02,Ariana Stewart,44550585,3B,ENT-000083,matched
CP-000964,"Morris, Stewart and Kirk & Co",AT,,2018-06-09,Denise Wolfe,44334067,3B,,unmatched
CP-000490,Powers llc Holdings,GB,G04200MZ8M6XHIGX1P99,2014-04-23,Rhonda Gutierrez,57651532,2B,ENT-000827,matched
CP-000654,"Barnes, Johnson and Schmitt & Co",CA,X2SO00TH4MVKQE4DWZ28,2018-03-05,Louis Brown,99134297,1A,ENT-000794,matched
CP-000618,"Howard, Green and Hunt",CA,SLW900HGGG23KF8OU762,2010-07-08,Mary Miller,11935886,1A,ENT-000706,matched
CP-000585,Hoover-Campbell grp.,CA,,2010-12-03,Christina Gilbert,98392956,1A,ENT-000273,matched
CP-000252,"Harrison, Johnson and Roberts",SE,8HKE00226PARSG70S128,2010-12-04,Emily Arnold,12749696,1A,ENT-000235,matched
CP-000767,"Rodriguez, Brennan",ES,,2021-11-07,Ann Montoya,46925183,3B,ENT-000112,ambiguous
CP-000108,Dudley Grp BV,BE,,2010-04-11,Maria Coleman,54356762,1A,ENT-000011,matched
CP-000399,"Thomas, Murray and",IT,EOWL00CFS8314Y2LR043,2020-09-01,Aaron Moore,50371491,2B,ENT-000300,matched
CP-000287,Walsh LLC plc,HK,4YTN0002YC0MDICVWV51,2020-05-17,Kristin Andrews,88288826,1A,ENT-000099,matched
CP-000806,Sheppard-Jordan Holdings,IT,,2022-07-26,Anthony Mooney,53959392,2B,ENT-000799,ambiguous
CP-000703,Duran,BE,,2023-08-31,Nathaniel Gilbert,91600355,1A,ENT-000399,ambiguous
CP-000758,Terry-Martinez,NL,,2011-02-24,Valerie Reyes,65077057,3A,ENT-000219,ambiguous
CP-000232,Gonzalez-Wilkerson ag,CH,,2021-01-15,Jason Graves,8688637,3A,ENT-000992,matched
CP-000738,Salazar-Ball,SE,,2017-05-27,Gina Wallace,12612134,2B,ENT-000150,ambiguous
CP-000632,Spencer-Garcia cap,GB,OTCG0006XR3URMWUEC64,2010-06-01,Denise Maxwell,82081777,2B,ENT-000463,matched
CP-000950,Parker-Griffin PLC,LU,,2020-02-07,Cindy Barron,5274414,3A,,unmatched
CP-000952,Taylor-Matthews Capital,ES,B0AH009QJWW8QVIVZO88,2016-06-24,Daniel Wells,12040221,1B,,unmatched
CP-000591,Holland GRP NV,NL,,2015-01-05,Wanda Ramos,5333343,1B,ENT-000989,matched
CP-000650,Bishop-Goodwin Corp,JP,A35Q00BB3XMDKRLC0Y16,2023-02-20,Jennifer Moss,20801884,2B,ENT-000456,matched
CP-000843,Rodriguez and,US,,2023-09-01,Steven Carrillo,64979146,3B,ENT-000796,ambiguous
CP-000687,Pena LLC Plc,CA,JU3900X6KQB166XTF514,2012-03-12,Michael Hill,53501001,3B,ENT-000879,matched
CP-000133,Combs LTD Holdings,NL,W5270013T87K9TPZ1J58,2020-04-07,Terry Jones,86651818,3B,ENT-000471,matched
CP-000072,"Valentine, Joyce and Murray LTD",GB,EOUB00XXQ6MF5QAFS436,2016-05-10,Jimmy Marks,87382022,1A,ENT-000459,matched
CP-000697,"Ramsey, Hansen and",HK,R4V100OG07VSCQMPD799,2018-03-08,Alexander Garrett,75358542,NR,ENT-000699,matched
CP-000443,Yu Inc.,IE,SBEL00RQVSLWF90KM378,2015-04-20,Robert Thompson,59047191,2B,ENT-000077,matched
CP-000469,"Rodgers, Jefferson and Johnson grp.",FR,0I9B00L14HOAE527PS69,2021-05-17,Ellen Wright,9633564,1A,ENT-000623,matched
CP-000278,"Becker, Taylor and Davis",IT,HU4B00AWZ940VTKRRV88,2018-04-16,Steven Lee,12660324,3A,ENT-000314,matched
CP-000200,"Ashley, Allen and Sanchez B.V.",JP,,2022-05-08,Mason Moore,4987223,1B,ENT-000920,matched
CP-000526,Lowery-Kennedy cap,NO,7JVL00CG1J5EWFWBEB97,2017-04-22,Edward Baker,106914,3B,ENT-000473,matched
CP-000842,"Marshall,",ES,,2012-05-25,Tammy Hill,75999625,2B,ENT-000493,ambiguous
CP-000062,Foster-Williams Cap.,FR,E0P500RUKCASSSLSLV15,2010-07-22,Karen Keith,31225430,NR,ENT-000971,matched
CP-000384,Chambers and,HK,C4KL008CGN0T6DVWRB93,2016-01-18,Michael Fitzgerald,85319696,NR,ENT-000139,matched
CP-000609,Gray Grp BV,BE,,2013-04-22,Kim Lopez,84892346,3A,ENT-000070,matched
CP-000534,"Gray, Hall and Murray grp.",JP,8A6B003ODF76IMG7ZD12,2015-05-26,Russell Anderson,72432254,2A,ENT-000673,matched
CP-000726,"Price, Long",GB,,2012-09-27,Julia Reeves,3589432,1B,ENT-000824,ambiguous
CP-000388,"Morrison, Russo and Lopez Ptrs",ES,R03V008675YOVM5CV377,2015-02-03,Melissa Mann,8787938,1B,ENT-000698,matched
CP-000206,Burgess GRP Group,FR,6ATQ00GKRYT6EBIN0B95,2014-03-09,Jillian Wilson,77397675,3B,ENT-000702,matched
CP-000210,Morrison-Short Cap.,US,4J4X000LY66G9ZNAXO95,2019-04-18,Christine Powers,12613577,1B,ENT-000505,matched
CP-000119,Orr GRP Holdings,AT,,2016-05-09,Melanie Griffith,44828939,1B,ENT-000980,matched
CP-000817,"Jackson,",LU,,2020-07-25,Mark Clark,702514,1A,ENT-000137,ambiguous
CP-000171,Bright-Francis Hldgs,ES,JSYT005WSGRX37JW3465,2018-07-02,Erin Smith,16489894,NR,ENT-000292,matched
CP-000675,"Marsh, Spears and",US,,2010-05-25,Kyle Sanchez,90583024,3B,ENT-000812,matched
CP-000356,"Carlson, Hooper and Wall",NL,HB0O00QVSHKOECUBOD74,2011-07-28,Jerry Haney,18766346,3A,ENT-000215,matched
CP-000111,Stevens P.L.C. Capital,DK,AFL900WOA2XGVGDOFM12,2019-03-04,Brian Hunt,64578145,1A,ENT-000600,matched
CP-000039,"Wilson, Sweeney and Wong corp",SG,Y00E00W9JZF4EPM7ZD57,2011-06-28,Elizabeth Flores,47444278,3A,ENT-000811,matched
CP-000978,Weiss Inc NV,ES,W9IB00GJEWVPG6VC4P11,2015-06-21,Michelle Brandt,19875899,1B,,unmatched
CP-000584,Henry Grp SA,FR,3GGO00DLUGHT7EHMGO50,2023-03-07,Justin Freeman,29673433,2A,ENT-000360,matched
CP-000543,"Romero, Gonzalez and Brooks nv",NL,5RTW00IYKID91ZDFKB51,2015-06-27,Deborah Williams,31322956,1A,ENT-000039,matched
CP-000365,"Wagner, Simpson and Cohen grp.",LU,,2022-07-31,Richard Gordon,2204170,2B,ENT-000837,matched
CP-000583,Harvey-Allen Cap,NO,,2018-06-14,Patricia Anderson,61936193,2A,ENT-000299,matched
CP-000562,Scott and,US,FVDH00LZ02Z7NUXF1X19,2017-01-19,Desiree Spencer,10884367,1A,ENT-000476,matched
CP-000000,Reynolds ltd. Capital,FR,MVRY00DC1AU9DSAV9172,2021-09-22,Pamela Key,53598812,2A,ENT-000372,matched
CP-000984,"Cherry, Wallace and Spencer Holdings",NO,YK82000PZTS55C2IBJ87,2021-08-28,Scott Lopez,3391261,2A,,unmatched
CP-000879,Mayo,GB,,2012-10-28,Anthony Parker,49219307,2A,ENT-000994,ambiguous
CP-000106,Payne-Lowe Ptnrs,HK,VRP400RXMD8ZVFSRHR49,2019-02-13,Lindsay Smith,86310035,3A,ENT-000601,matched
CP-000699,"Wilson, Pena and Rich Corp",US,,2011-07-14,Mrs. Felicia Castro DDS,19090527,3A,ENT-000365,matched
CP-000873,Novak and,US,,2023-01-14,Bruce Roman,56305240,1A,ENT-000067,ambiguous
CP-000256,Smith-Lewis ltd.,AU,76MH008PU9JN01N3P626,2020-07-11,Kimberly Morrison,55227609,2A,ENT-000818,matched
CP-000452,"Barry, Taylor and Velazquez & Ptrs",JP,,2014-08-25,Mariah Thompson,55888698,2A,ENT-000581,matched
CP-000958,"Newman, Johnson and Hubbard NV",BE,5PU10039KA7JK83MVQ39,2015-03-19,Wesley George MD,31412125,3B,,unmatched
CP-000421,House-Glover nv,BE,,2013-01-26,Nicolas Salas,75916916,3A,ENT-000071,matched
CP-000478,"Martinez, Cline and",JP,VWJM00V06DDG680IUG12,2014-11-20,Regina Ramos,81134844,3B,ENT-000859,matched
CP-000922,French Inc Holdings,AT,,2018-07-12,Gabriela Randolph,64341027,1B,,unmatched
CP-000776,Faulkner-Casey PLC,GB,,2011-07-26,Joshua Brown,90036608,NR,ENT-000782,ambiguous
CP-000998,Henry and Sons LLC,IE,,2018-11-22,James Gallagher,29777356,1A,,unmatched
CP-000923,"Dougherty, Leonard and Barron NV",BE,8ZFA00WTY7KFGHPAS013,2021-12-19,Jacob Harvey,29888968,1A,,unmatched
CP-000941,Fernandez-Martin Group,DK,,2017-04-27,Thomas Sullivan,18962297,2B,,unmatched
CP-000228,Mckee-Lee G.m.b.H.,AU,Y4WP00WG3XG0TRKY8R95,2021-12-04,Kyle Andrade,48189112,1A,ENT-000458,matched
CP-000907,Young Group GmbH,LU,,2011-03-05,Jaime Walker,36792823,1B,,unmatched
CP-000606,Ewing-Mendoza Hldg,IE,Q39X00LP0BN85P3EBQ65,2022-07-15,Alicia Dillon,45680382,3A,ENT-000792,matched
CP-000459,Rodriguez-Graham N.V.,NL,153A005QBSWRPBJEK572,2022-12-27,Eddie Adams,12741675,1A,ENT-000035,matched
CP-000192,Hayes and Sons AB,CA,C06600O1EN1S2OFHBA91,2012-08-06,Jason Williams,30724865,2A,ENT-000356,matched
CP-000696,Medina-Navarro Incorporated,HK,,2010-04-01,Michelle Krause,89246488,1A,ENT-000165,matched
CP-000880,Rodriguez,SG,,2010-09-28,Joy Jackson,29738464,2B,ENT-000042,ambiguous
CP-000090,Garcia-James corp,LU,VAZC00CBLSKRT05UIR62,2018-07-22,Samantha Robertson,82286957,3B,ENT-000008,matched
CP-000621,Davis and Sons grp.,NL,LV1200BVXEJAXVT7CZ99,2015-10-02,Wesley Browning,70034871,3A,ENT-000752,matched
CP-000613,Miller grp. Group,AT,O2Z600M81RJWPX5ZJ263,2023-02-09,Harold Garrett,67887932,2A,ENT-000764,matched
CP-000507,Miller Limited AG,IT,VWLQ006EXNWZR04HHE28,2022-02-25,Amanda Pineda,25852970,3A,ENT-000549,matched
CP-000855,Martin-Taylor,DE,,2010-06-08,Laura Robertson,62732102,2A,ENT-000852,ambiguous
CP-000328,Clark ltd. Inc,CA,LUDH00AAHOP0E62N3P64,2010-05-24,John Dixon,42999951,1A,ENT-000850,matched
CP-000453,Wheeler GRP AG,CH,PE2X00N9TXFJNJD5SL61,2022-01-30,Heather Nunez,75983560,2B,ENT-000678,matched
CP-000960,Brooks Ltd Group,SE,9RY3000M651LZVGW9H59,2012-07-03,Sarah Martin,99380744,3A,,unmatched
CP-000577,Walker llc BV,NL,GFXC0008DTNQFLL7V529,2021-02-22,Jonathan Walker,64399148,2A,ENT-000051,matched
CP-000361,Ryan plc Holdings,BE,YGGV00NYRUIWQY6QKT19,2023-03-24,Crystal Cruz,26430424,1A,ENT-000040,matched
CP-000913,"Burns, Forbes and Vargas PLC",HK,,2019-08-29,Diana Blair,16249695,3B,,unmatched
CP-000754,Green-Ewing Holdings,CH,,2016-06-29,Bethany Garcia,21869838,2B,ENT-000972,ambiguous
CP-000333,"Turner, Riggs and Roman gmbh",AT,,2010-01-30,Nancy Webb,41670260,NR,ENT-000090,matched
CP-000046,Haynes-Watson Cap.,US,ZCY400MLJZFUDI4SP769,2010-02-27,Michael Bowen,54027336,2B,ENT-000956,matched
CP-000867,"Mcclain,",SE,,2023-07-16,Mark Moss,50618445,2A,ENT-000002,ambiguous
CP-000884,"Daniels,",IT,,2012-06-09,Erika Daugherty,95494504,1A,ENT-000528,ambiguous
CP-000373,Tran Incorporated Inc,US,,2014-06-16,John Hall,89523512,3B,ENT-000264,matched
CP-000989,Hardy-Ramirez NV,AU,,2020-06-30,Lauren Nelson,22688689,1A,,unmatched
CP-000914,"Salas, Wright and Hamilton Group",NO,,2011-09-02,Timothy Shah,90207206,3B,,unmatched
CP-000948,"Rosario, Daugherty and Foster Group",DK,,2020-11-26,Larry Hunt Jr.,55022827,3A,,unmatched
CP-000786,Dominguez Ltd,SE,,2022-09-11,Angela May MD,34807367,3B,ENT-000703,ambiguous
CP-000708,"Turner,",AT,,2018-05-20,Richard Gutierrez,75081169,3A,ENT-000090,ambiguous
CP-000336,moon-white ab,AU,DXO10000VHMYGTY3AD23,2014-12-13,Terry Ward,85107767,2B,ENT-000250,matched
CP-000719,"Thomas,",HK,,2013-03-05,Eric Rodriguez,81098272,1B,ENT-000270,ambiguous
CP-000376,"Butler, Beck and Miller",BE,CY6B00DZSGU4W8WIV538,2010-08-29,Laura Wilson,89085739,NR,ENT-000484,matched
CP-000225,Evans-Jones Cap,DK,,2012-09-03,Mr. Anthony Mcconnell PhD,48308672,3B,ENT-000554,matched
CP-000623,Sellers-Riddle & Co,IT,,2022-08-21,Joshua Mcbride,98223493,1A,ENT-000858,matched
CP-000182,Diaz Inc. Group,BE,6Q0U00SWOVCXEK47O351,2018-02-10,Anna Briggs,54470744,2A,ENT-000127,matched
CP-000134,"Weber, Wheeler and Gonzalez",CA,,2016-02-02,Kathryn Dillon,28621600,3B,ENT-000775,matched
CP-000316,Reid Grp Holdings,CA,NECQ00OROI5J8YIT2K62,2019-06-14,Jessica Larsen,6820126,NR,ENT-000330,matched
CP-000818,Hooper PLC,DK,,2011-10-06,Haley May,94264986,1A,ENT-000169,ambiguous
CP-000069,Bates-Anderson SRL,ES,,2022-05-03,Lori Flowers MD,46668112,3B,ENT-000959,matched
CP-000442,Holt-Torres nv,BE,GA4100IZXTNSRTWLXD76,2017-09-20,Charles Haley,45523511,2B,ENT-000208,matched
CP-000863,Matthews Inc,DK,,2020-05-05,Joe Miranda,64526718,1B,ENT-000911,ambiguous
CP-000120,Murphy P.L.C. Group,SE,OUKI00W8X17COPO9MN49,2023-09-02,Yolanda Green,59520662,2B,ENT-000654,matched
CP-000482,"Rosales, Mitchell and Hines",FR,,2019-02-07,Theresa Woods,5109362,1A,ENT-000464,matched
CP-000607,Walker-Flores saS,AU,,2012-09-27,Crystal James,19527754,3A,ENT-000470,matched
CP-000777,"Butler,",SE,,2011-03-28,Samantha Howard,58861171,NR,ENT-000712,ambiguous
CP-000723,Reid Group,BE,,2015-05-15,Kelly Rowe,43891408,NR,ENT-000330,ambiguous
CP-000007,Davis L.L.C. AG,CA,7FF500HVV7FINATJQ317,2020-02-25,Alyssa Haynes,2768228,1B,ENT-000981,matched
CP-000519,"Yang, Wilson and Zimmerman Grp",NO,9TFL00DY3YGQAOP37761,2010-02-07,Dr. Nicole Trujillo,5151362,NR,ENT-000923,matched
CP-000816,"Fry,",FR,,2022-02-26,Wyatt Townsend II,74820067,3A,ENT-000686,ambiguous
CP-000546,Salas-Fitzgerald GRP,FR,CGL900FWVVSKP30TX842,2020-05-04,Chelsey Fox,62048301,2B,ENT-000596,matched
CP-000821,Jimenez,NO,,2013-07-28,Kim James,98162495,3B,ENT-000267,ambiguous
CP-000945,Mccullough-Taylor Holdings,HK,,2018-08-06,Elizabeth Morales,11544715,1A,,unmatched
CP-000992,Johnson Ltd Partners,LU,,2015-09-19,Barry Gregory,96711485,2B,,unmatched
CP-000020,White-Lewis sa,LU,WWUS00XLMT2PNJKA3454,2013-06-12,Marie Thompson,5585347,1B,ENT-000201,matched
CP-000243,Harris-Barker AB,NO,KQ7M00OU3DN1TJL2FX60,2017-07-09,Michael Gonzalez,33127552,1B,ENT-000876,matched
CP-000985,Jacobson Group Group,AT,,2017-06-28,Holly Smith,42682456,3B,,unmatched
CP-000601,"Baker, Mason and White ltd.",AU,,2019-01-08,Kevin Alvarado,22984017,3B,ENT-000037,matched
CP-000544,Wright-Grimes Grp,DK,RGNJ00ZM3618LEU6ZU81,2018-04-26,Eric Blackburn,59121497,3B,ENT-000563,matched
CP-000282,"Johnston, Sanchez and Kennedy",IE,NKOM00V2XCDYK0X65M84,2017-10-26,Jessica Garcia,54547687,2B,ENT-000057,matched
CP-000903,Mitchell-Hamilton PLC,HK,,2015-03-20,Robert Chang,37309744,2A,,unmatched
CP-000084,Rodriguez llc SRL,SG,,2019-07-01,Douglas Vasquez,74419944,1B,ENT-000042,matched
CP-000226,"Miller, Lucas and Williams LTD",GB,UDQV00DK6DRN4ORAC819,2014-09-16,Mr. Thomas Thompson,63831819,NR,ENT-000433,matched
CP-000041,Rose-Fowler Cap,US,,2019-01-31,Nicholas Payne,73910099,1B,ENT-000823,matched
CP-000411,"Ferrell, Jones and Lewis plc",LU,F4PY00ZR6QCEOUUYLA42,2023-08-08,Tonya Ellis,81923674,1A,ENT-000086,matched
CP-000181,"Garcia, Humphrey and",AT,GJYV005G10UR5L8A7825,2014-02-18,Jeffrey Howell,60263745,3B,ENT-000092,matched
CP-000551,Moore GRP Partners,AU,,2010-08-14,James Morgan,32315762,2B,ENT-000378,matched
CP-000912,"Cisneros, Whitehead and Lane Corp",HK,,2012-12-12,Crystal Jenkins,37367854,2B,,unmatched
CP-000556,Mendez-Graham & Co,NO,,2021-05-10,Cindy Cannon,20234690,1B,ENT-000510,matched
CP-000721,"Gray, Hall",DE,,2014-04-23,Alexander Webb,91695943,NR,ENT-000673,ambiguous
CP-000456,Maldonado plc SRL,JP,Z9Q800SU5NKC419U7769,2011-10-08,Robert Rogers,46340074,3A,ENT-000786,matched
CP-000474,Cook-Hines LTD,ES,,2017-05-22,Wayne Wolfe,36038256,3A,ENT-000276,matched
CP-000185,Burns and,GB,,2021-06-25,Mariah Robles,59837587,NR,ENT-000833,matched
CP-000854,Morales and,IE,,2011-11-14,Deborah Graves,38006094,3A,ENT-000680,ambiguous
CP-000445,Hines-Berry saS,ES,J8YI00340SQCNF9W5N20,2018-07-24,Elizabeth Hart,59238923,3A,ENT-000518,matched
CP-000975,Patton PLC AB,NO,,2012-11-01,Steven Lopez,9739744,NR,,unmatched
CP-000518,Adams-Clayton ltd.,HK,K1AC00FSF6ZFY40I6Q86,2019-01-30,Beth Hall,44141845,1A,ENT-000870,matched
CP-000327,Barnes Plc Holdings,US,T70E00BPY9E576MOUZ25,2013-03-03,Raymond Quinn,2890536,3A,ENT-000479,matched
CP-000910,Harris-Martinez Holdings,DE,,2020-07-20,Amy Taylor,14874041,2A,,unmatched
CP-000836,Stewart,US,,2019-07-24,Mary Houston,6673227,NR,ENT-000212,ambiguous
CP-000162,Herman-Walker ag,AT,FJDL00OGWLACOLOLN325,2014-06-06,Kara Hernandez,10124337,2B,ENT-000329,matched
CP-000794,Bryant-Brown Corporation,US,,2016-06-11,John Vaughn,71464647,2B,ENT-000658,ambiguous
CP-000926,"Pitts, Warner and Mullins Capital",SE,Y23H00K7DBWPVFZET864,2017-06-06,Erica Hurst,28812940,1B,,unmatched
CP-000118,Miller-Montgomery Ptnrs,CA,,2014-10-25,Rebekah Greene,21349869,1B,ENT-000758,matched
CP-000089,Gonzales Inc Corp,IT,9K4C00I248F3VKOG1030,2018-07-07,Natalie Malone,29384333,1A,ENT-000849,matched
CP-000109,Watson LTD LLC,HK,K8JV007OJMP6O6F7N226,2019-09-07,Gregory King,45095235,3B,ENT-000880,matched
CP-000790,King-Martinez,CH,,2023-06-07,Larry Lane,41106277,1A,ENT-000211,ambiguous
CP-000047,Rodriguez-Johnson Corp,IT,QRHO00FU1WSGY7VCNE12,2011-01-21,Deborah Campbell,61126330,3A,ENT-000184,matched
CP-000372,Li inc SA,ES,BJ7200BTQ82327AQFF26,2019-08-17,Melissa Davis,73781919,3A,ENT-000853,matched
CP-000610,Williams-Cook hldgs,GB,,2010-08-23,Judith House,23387112,NR,ENT-000098,matched
CP-000203,Brown-Wall Cap,FR,YFDS000DJI9KQDGBK250,2012-03-08,Amber Walker,29885413,NR,ENT-000160,matched
CP-000999,"Leonard, Keller and Jennings Capital",NO,,2022-07-09,Karen Dickerson,63349492,3B,,unmatched
CP-000764,"Booker,",ES,,2016-08-22,Casey Blanchard,68136298,2A,ENT-000286,ambiguous
CP-000348,"matthews, smith and hubbard corp",LU,WUUX00K0AREC2JWJJ087,2019-09-12,Robert Cortez,58482207,2B,ENT-000247,matched
CP-000178,Bass P.L.C.,AT,,2018-10-04,Emily Rodgers,81235828,2A,ENT-000337,matched
